KIC			Dnu			nu_max			Dpi1		dnurot,core			sigma			number of components
			(muHz)			(muHz)			(s)		 (nHz)				 (nHz)

007118457		11.64			149.31			82.00		155.0				9.11				2
007121674		5.88			63.74			70.70		400.0				10.51				2
007122640		7.79			81.47			73.00		515.0				4.77				3
007128663		7.75			92.24			86.40		280.0				7.09				2
007131794		8.96			106.08			77.90		345.0				4.28				2
007136854		9.32			105.97			76.00		340.0				2.03				2
007178170		8.44			85.67			74.00		0.0				7.07				1
007186744		9.74			107.96			76.50		415.0				5.03				2
007188662		9.46			109.86			73.90		125.0				1.22				3
007189418		10.23			114.11			77.80		355.0				2.09				2
007198587		13.78			177.52			81.20		330.0				0.43				2
007207127		14.81			196.22			83.70		190.0				1.81				2
007217530		14.96			186.20			86.50		305.0				1.56				2
007218915		10.16			115.87			76.00		0.0				7.07				1
007257175		8.12			80.42			72.88		395.0				5.35				3
007258188		15.29			194.38			84.70		0.0				2.74				1
007265189		8.57			85.12			72.50		395.0				5.35				3
007270385		9.91			111.89			75.50		415.0				2.48				2
007283405		6.32			69.74			63.90		160.0				8.03				2
007288938		7.62			86.32			72.88		625.0				4.63				2
007292720		14.68			185.98			85.10		295.0				3.21				3
007295725		7.62			87.34			74.30		375.0				2.66				2
007302117		15.57			212.50			85.30		470.0				2.65				2
007348314		7.89			83.94			76.80		740.0				6.53				3
007348956		14.64			185.90			83.90		300.0				5.97				2
007350897		11.17			130.08			77.70		570.0				1.07				2
007368013		7.92			88.05			71.72		725.0				3.68				2
007376659		10.14			113.16			77.60		0.0				6.17				1
007377547		16.62			211.42			89.30		305.0				2.44				3
007387808		9.86			120.30			75.00		335.0				3.12				2
007430666		10.79			125.74			78.50		385.0				5.68				2
007439931		17.32			240.14			85.40		0.0				3.85				1
007446296		6.72			68.23			69.10		380.0				1.44				2
007450230		16.83			211.85			88.00		170.0				12.54				2
007458743		10.92			124.13			76.40		180.0				9.05				2
007468295		15.92			201.83			87.30		310.0				9.90				3
007468893		7.83			90.70			84.10		310.0				3.03				3
007501656		14.45			178.94			85.00		325.0				1.02				3
007501667		13.95			173.64			84.70		450.0				3.35				2
007502128		11.13			128.04			79.90		0.0				7.92				1
007502157		6.34			65.24			67.60		0.0				2.91				1
007504619		17.64			224.98			90.50		290.0				2.65				3
007509923		13.26			168.80			80.32		405.0				4.26				2
